调度名,币对(标准),总收益,成交收益,资金费收益,手续费,滑点,当期资金费率,当期资金费,成交量,最大持仓,当前持仓,换手率,敞口,市场成交占比,总收益率,成交收益率,资金费收益率,滑点率,手续费率,持仓占比,账户1,账户2,仓位数量,调度最后成交时间,调度最大对冲延迟,主机,调度最后更新时间,配对盈利,价差值,配对胜率,波动率,买卖单卖单数量,买卖单买单数量,配对笔数,累计资金费率
fr-BAN-USDT-loong_kc_bnfutures_mode_6,BAN-USDT-FTR,1.69602123523E+03,0E+00,1.69602123523E+03,0E+00,0E+00,5E-05 | 0E+00,6.4122147E-02,0E+00,-2.4465981931742997E+05,-1.28244294E+03,0E+00,0E+00,0E+00,0E+00,0E+00,6.93216090799742E-03,0E+00,0E+00,6.234070232028982E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.7834E+04,2026-01-10 22:24:15,0E+00,prod-strategy-ap71,2026-01-12 02:45:55,0E+00,2.9407645987957753E-03|binance_futures,0E+00,1.1323354162814467E+00,0E+00,0E+00,0E+00,9.4533E-03 | 0E+00
fr-BAN-USDT-loong_kc_bnfutures_mode_7,BAN-USDT-FTR,1.69602123523E+03,0E+00,1.69602123523E+03,0E+00,0E+00,5E-05 | 0E+00,6.4122147E-02,0E+00,-2.4465981931742997E+05,-1.28244294E+03,0E+00,0E+00,0E+00,0E+00,0E+00,6.93216090799742E-03,0E+00,0E+00,6.234070232028982E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.7834E+04,2026-01-11 19:01:45,0E+00,prod-strategy-ap71,2026-01-24 23:29:12,0E+00,2.9407645987957753E-03|binance_futures,0E+00,1.0949230199031272E+00,0E+00,0E+00,0E+00,9.4533E-03 | 0E+00
fr-BAN-USDT-loong_kc_bnfutures_mode_4,BAN-USDT-FTR,1.69602123523E+03,0E+00,1.69602123523E+03,0E+00,0E+00,5E-05 | 0E+00,6.4122147E-02,0E+00,-2.4465981931742997E+05,-1.28244294E+03,0E+00,0E+00,0E+00,0E+00,0E+00,6.93216090799742E-03,0E+00,0E+00,6.234070232028982E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.7834E+04,2026-01-03 11:20:05,0E+00,prod-strategy-ap71,2026-01-07 15:12:28,0E+00,2.9407645987957753E-03|binance_futures,0E+00,1.0949230199031272E+00,0E+00,0E+00,0E+00,9.4533E-03 | 0E+00
fr-HANA-USDT-loong_kc_bnfutures_mode_0,HANA-USDT-FTR,1.67501945717E+03,0E+00,1.67501945717E+03,0E+00,0E+00,2.14121E-03 | 0E+00,6.308188584800096E+02,0E+00,-2.3893782118191003E+05,-2.9460858975999994E+05,0E+00,0E+00,0E+00,0E+00,0E+00,7.010273421279593E-03,0E+00,0E+00,6.088270491213802E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-7.810408E+06,2026-01-03 05:02:08,0E+00,prod-strategy-ap71,2026-01-15 00:38:17,0E+00,5.206906001644196E-03|binance_futures,0E+00,3.643484349702599E+00,0E+00,0E+00,0E+00,9.025449999999997E-03 | 0E+00
fr-B2-USDT-loong_kc_bnfutures_mode_2,B2-USDT-FTR,1.4917007733E+03,0E+00,1.4917007733E+03,0E+00,0E+00,1.1781E-04 | 0E+00,1.9751894160767996E+01,0E+00,-1.8304410880000002E+05,-1.6765889279999997E+05,0E+00,0E+00,0E+00,0E+00,0E+00,8.14940608074899E-03,0E+00,0E+00,4.6640671647755925E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.99808E+05,2026-01-03 07:43:57,0E+00,prod-strategy-ap71,2026-01-07 11:12:32,0E+00,1.9244647582390417E-03|binance_futures,0E+00,1.2373267696934387E+00,0E+00,0E+00,0E+00,8.950389999999999E-03 | 0E+00
fr-B2-USDT-loong_kc_bnfutures_mode_5,B2-USDT-FTR,1.4917007733E+03,0E+00,1.4917007733E+03,0E+00,0E+00,1.1781E-04 | 0E+00,1.9751894160767996E+01,0E+00,-1.8304410880000002E+05,-1.6765889279999997E+05,0E+00,0E+00,0E+00,0E+00,0E+00,8.14940608074899E-03,0E+00,0E+00,4.6640671647755925E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.99808E+05,1970-01-01 00:00:00,0E+00,prod-strategy-ap71,2026-01-19 10:11:00,0E+00,1.9244647582390417E-03|binance_futures,0E+00,1.1963195506773587E+00,0E+00,0E+00,0E+00,8.950389999999999E-03 | 0E+00
fr-B2-USDT-loong_kc_bnfutures_mode_4,B2-USDT-FTR,1.4917007733E+03,0E+00,1.4917007733E+03,0E+00,0E+00,1.1781E-04 | 0E+00,1.9751894160767996E+01,0E+00,-1.8304410880000002E+05,-1.6765889279999997E+05,0E+00,0E+00,0E+00,0E+00,0E+00,8.14940608074899E-03,0E+00,0E+00,4.6640671647755925E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.99808E+05,2026-01-14 07:30:20,0E+00,prod-strategy-ap71,2026-01-18 06:11:12,0E+00,1.9244647582390417E-03|binance_futures,0E+00,1.2373267696934387E+00,0E+00,0E+00,0E+00,8.950389999999999E-03 | 0E+00
fr-B2-USDT-loong_kc_bnfutures_mode_6,B2-USDT-FTR,1.4917007733E+03,0E+00,1.4917007733E+03,0E+00,0E+00,1.1781E-04 | 0E+00,1.9751894160767996E+01,0E+00,-1.8304410880000002E+05,-1.6765889279999997E+05,0E+00,0E+00,0E+00,0E+00,0E+00,8.14940608074899E-03,0E+00,0E+00,4.6640671647755925E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.99808E+05,2026-01-19 16:22:50,0E+00,prod-strategy-ap71,2026-01-25 19:28:40,0E+00,1.9244647582390417E-03|binance_futures,0E+00,1.1963195506773587E+00,0E+00,0E+00,0E+00,8.950389999999999E-03 | 0E+00
fr-B2-USDT-loong_kc_bnfutures_mode_3,B2-USDT-FTR,1.4917007732999998E+03,0E+00,1.4917007732999998E+03,0E+00,0E+00,1.1781E-04 | 0E+00,1.9751894160767996E+01,0E+00,-1.8304410880000002E+05,-1.6765889279999997E+05,0E+00,0E+00,0E+00,0E+00,0E+00,8.14940608074899E-03,0E+00,0E+00,4.6640671647755925E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.99808E+05,2026-01-07 23:05:32,0E+00,prod-strategy-ap71,2026-01-14 06:45:24,0E+00,1.9244647582390417E-03|binance_futures,0E+00,1.2373267696934387E+00,0E+00,0E+00,0E+00,8.950389999999999E-03 | 0E+00
fr-B2-USDT-loong_kc_bnfutures_mode_7,B2-USDT-FTR,1.4707540381293982E+03,-2.094673517060195E+01,1.4917007733E+03,3.005294475296978E+00,-3.401520807258201E+01,1.1781E-04 | 0E+00,1.9751894160767996E+01,2.9174971813321114E+04,-1.8304410880000002E+05,-1.6765889279999997E+05,1.5938765800541901E-01,5.215192639732361E+00,0E+00,5.041149816836707E-02,-7.179693370273557E-04,8.14940608074899E-03,-1.1659037167278728E-03,1.0300933603386649E-04,4.6640671647755925E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.99808E+05,2026-01-25 11:29:58,1E+01,prod-strategy-ap71,2026-02-02 07:52:31,-1.5752637031412947E+01,1.9244647582390417E-03|binance_futures,6.211180124223602E-01,1.2373267696934387E+00,4.6E+01,0E+00,1E+02,8.950389999999999E-03 | 0E+00
fr-BULLA-USDT-loong_kc_bnfutures_mode_3,BULLA-USDT-FTR,1.4110525124805215E+03,2.2508072769205214E+03,-8.397547644399999E+02,1.1084151395177992E+02,-7.887644019396829E+02,8.6641E-04 | 0E+00,-1.71678794936E-02,8.549975797662046E+05,-1.1110549076E+05,1.9814960000000003E+01,7.695367473900032E+00,2.334200685463421E+01,0E+00,1.6503584874080787E-03,2.63253058276024E-03,-7.558175196345264E-03,-9.22534075658281E-04,1.296395645729068E-04,2.8310305897154006E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,9.79E+02,2026-01-26 05:04:56,5.38E+02,prod-strategy-ap71,2026-02-01 11:52:24,1.228081885119272E+03,6.9375619425173785E-03|kucoin_spot,8.730629739531817E-01,1.873126828901652E+01,0E+00,0E+00,2.648E+03,-1.0115076999999999E-01 | 0E+00
fr-LIT-USDT-loong_kc_bnfutures_mode_0,LIT-USDT-FTR,1.3472539625412908E+03,-4.090774605870926E+01,1.3881617086E+03,3.3987718508578837E+00,-1.1189589965948835E+02,5E-05 | 0E+00,2.1696184000000002E+01,3.460040648508072E+04,-4.9835572559999995E+05,-4.3392368E+05,6.942913406567817E-02,5.7347448861598975E+00,0E+00,3.893751835320809E-02,-1.1822909096847803E-03,2.785483616002826E-03,-3.2339475464756903E-03,9.822924630447314E-05,1.2698385058043861E-02,21_virtual@eisoky3tmanagedsub.com,precursor012,-2.712023E+05,2026-01-15 17:26:27,2.29E+02,prod-strategy-ap71,2026-02-02 07:52:34,-2.0262109983641235E+01,6.285355122566116E-04|binance_futures,4.222222222222222E-01,1.8852664194922903E+00,9.8E+01,0E+00,3.8E+01,3.1145400000000007E-03 | 0E+00
fr-NEAR-USDT-loong_kc_bnfutures_mode_4,NEAR-USDT-FTR,1.341591599202302E+03,8.268811600323021E+02,5.1471043917E+02,3.5134845192176704E+02,-3.24655000663349E+02,-7.84E-06 | 0E+00,-1.1965556332799999E+01,1.074095031434518E+06,-1.667684691E+06,-1.52621892E+06,6.44063615401095E-01,1.4605613107955597E+02,0E+00,1.2490436692650243E-03,7.69839851998899E-04,3.086377430624264E-04,-3.0225910293035514E-04,3.2711114160217296E-04,4.249354682586775E-02,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.280385E+06,2026-01-03 06:10:45,1.109E+03,prod-strategy-ap71,2026-02-02 07:52:34,4.759992518586139E+02,1.3389121338911458E-03|kucoin_spot,8.358620689655173E-01,1.1850199349003003E+00,3.2E+01,0E+00,6.06E+02,6.117100000000001E-04 | 0E+00
fr-CC-USDT-loong_kc_bnfutures_mode_1,CC-USDT-FTR,1.3151732765685817E+03,1.2936945975285817E+03,2.147867904E+01,1.3797670091246914E+02,-1.3062569190511022E+03,-8.27E-06 | 0E+00,-1.9820415415E-02,6.875677392633753E+05,-1.7112679064000002E+05,-2.3966645E+03,4.0178848483742895E+00,-2.4392559672988877E+01,0E+00,1.9127908444011505E-03,1.8815522073717121E-03,1.2551324640444386E-04,-1.8998228748349343E-03,2.0067361080711884E-04,4.360407174368735E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.2755E+04,2025-11-27 07:52:56,2.73E+02,prod-strategy-ap71,2026-01-30 15:52:13,7.650428798055583E+02,2.020954103068684E-03|kucoin_spot,7.763157894736842E-01,1.6444986516588083E+00,0E+00,0E+00,4.72E+02,-1.0256999999999996E-03 | 0E+00
fr-FARTCOIN-USDT-loong_kc_bnfutures_mode_2,FARTCOIN-USDT-FTR,1.292174334721756E+03,-1.408659836082441E+02,1.43304031833E+03,1.907002276626241E+01,-2.7104424169508263E+02,5E-05 | 0E+00,3.7746483740376E+01,1.798966077518385E+05,-8.282697668000001E+05,-7.5492967480752E+05,2.1719567097911185E-01,-4.5077907259307966E+02,0E+00,7.182872155678823E-03,-7.830385762613386E-04,1.730161326383451E-03,-1.5066667742227764E-03,1.0600546060639946E-04,2.1104780963637423E-02,21_virtual@eisoky3tmanagedsub.com,precursor012,-3.4122911999999997E+06,2026-01-02 16:25:01,1.335E+03,prod-strategy-ap71,2026-02-02 07:52:33,-6.168574399900713E+01,0E+00|binance_futures,4.566145092460882E-01,1.6492458070850144E+00,1.88E+02,0E+00,3.21E+02,1.9484199999999985E-03 | 0E+00
fr-BAN-USDT-loong_kc_bnfutures_mode_9,BAN-USDT-FTR,1.224878057929304E+03,4.9805073693038375E+00,1.2198975505600001E+03,5.642860072224721E+00,-2.3915894189027256E+01,5E-05 | 0E+00,6.4122147E-02,5.0722659180969E+04,-2.4465981931742997E+05,-1.28244294E+03,2.0731912302755237E-01,6.656375070762635E-01,0E+00,2.414853790608981E-02,9.819097519186278E-05,4.986096834222148E-03,-4.715031620029975E-04,1.1124929495695498E-04,6.234070232028982E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.7834E+04,2026-01-28 08:02:49,7.2E+01,prod-strategy-ap71,2026-01-30 03:52:28,-1.05640258029289E+00,2.9407645987957753E-03|binance_futures,7.81021897810219E-01,1.1323354162814467E+00,0E+00,0E+00,2.14E+02,9.4533E-03 | 0E+00
fr-FOLKS-USDT-loong_kc_bnfutures_mode_0,FOLKS-USDT-FTR,1.1273820415300684E+03,-9.040419409931602E+00,1.13642246094E+03,2.0173374240511293E+01,-1.4392010558769104E+02,1.316E-04 | 0E+00,1.71617833408E+01,6.70337872522138E+04,-1.4663912639999998E+05,-1.30408688E+05,4.5713438764876474E-01,4.959992096163519E+00,0E+00,1.681811647144905E-02,-1.3486362296549252E-04,7.7497901742818905E-03,-2.1469785832955164E-03,3.009433759815661E-04,3.7364476737183996E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-8.49568E+04,2025-12-06 16:03:20,5.05E+02,prod-strategy-ap71,2026-02-02 07:52:34,-4.372989404234966E+00,2.334024896265552E-03|binance_futures,8.313953488372093E-01,2.293632735141727E+00,5.6E+01,2E+00,1.43E+02,9.045290000000001E-03 | 0E+00
fr-XPIN-USDT-loong_kc_bnfutures_mode_1,XPIN-USDT-FTR,1.0079260349000001E+03,0E+00,1.0079260349000001E+03,0E+00,0E+00,4.1513E-04 | 0E+00,9.26731371708739E+01,0E+00,-2.2749992348096002E+05,-2.2323883403E+05,0E+00,0E+00,0E+00,0E+00,0E+00,4.4304455996195344E-03,0E+00,0E+00,5.796826404590113E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-9.7484207E+07,2025-12-16 14:03:05,0E+00,prod-strategy-ap71,2026-01-28 15:53:32,0E+00,4.468196951112446E-03|binance_futures,0E+00,1.0373137743088514E+00,0E+00,0E+00,0E+00,6.540000000000001E-03 | 0E+00
fr-XPIN-USDT-loong_kc_bnfutures_mode_2,XPIN-USDT-FTR,1.0000786064851047E+03,-6.320819724895315E+00,1.00639942621E+03,3.3831264364533126E+01,-1.227986019873224E+02,4.1513E-04 | 0E+00,9.26731371708739E+01,2.1411035749864578E+05,-2.2749992348096002E+05,-2.2323883403E+05,9.411447451170908E-01,1.9997016900000002E+01,0E+00,4.670855806176636E-03,-2.9521316944862385E-05,4.423735229494386E-03,-5.73529479946336E-04,1.5800853709165894E-04,5.796826404590113E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-9.7484207E+07,2026-01-28 08:30:06,9.11E+02,prod-strategy-ap71,2026-02-02 07:52:32,-6.915445440384002E+00,4.468196951112446E-03|binance_futures,8.018923713778829E-01,1.097721893650032E+00,6E+00,0E+00,1.356E+03,6.540000000000001E-03 | 0E+00
fr-IRYS-USDT-loong_kc_bnfutures_mode_1,IRYS-USDT-FTR,9.766167978413487E+02,1.118089101348673E+00,9.7549870874E+02,6.558705260125862E+00,-7.272779378742416E+01,3.3452E-04 | 0E+00,4.3543690427492606E+01,5.952130704571307E+04,-1.3947155293499999E+05,-1.3016767436174999E+05,4.2676306238199463E-01,-4.3479476824318886E+02,0E+00,1.6407852016611386E-02,1.878468664154111E-05,6.994248563322631E-03,-1.2218783053868148E-03,1.1019088097458442E-04,3.553813857921847E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-2.670225E+06,2026-01-22 03:50:04,9.9E+02,prod-strategy-ap71,2026-02-02 07:52:41,3.5891684813875685E+01,2.8577302631578316E-03|binance_futures,3.5968379446640314E-01,1.4425130224234066E+00,1.26E+02,1E+00,4.55E+02,8.424859999999998E-03 | 0E+00
fr-IRYS-USDT-loong_kc_bnfutures_mode_0,IRYS-USDT-FTR,9.7549870874E+02,0E+00,9.7549870874E+02,0E+00,0E+00,3.3452E-04 | 0E+00,4.3543690427492606E+01,0E+00,-1.3947155293499999E+05,-1.3016767436174999E+05,0E+00,0E+00,0E+00,0E+00,0E+00,6.994248563322631E-03,0E+00,0E+00,3.553813857921847E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-2.670225E+06,2026-01-04 15:26:14,0E+00,prod-strategy-ap71,2026-01-22 11:30:21,0E+00,2.8577302631578316E-03|binance_futures,0E+00,1.535720324473177E+00,0E+00,0E+00,0E+00,8.424859999999998E-03 | 0E+00
fr-RVV-USDT-loong_kc_bnfutures_mode_1,RVV-USDT-FTR,9.084027565176782E+02,2.456409653376782E+02,6.6276179118E+02,1.6759449162320834E+01,-1.7140748146657276E+02,5E-05 | 0E+00,4.2812222974425005E+00,1.4586517999723926E+05,-1.0068097513166E+05,-8.562444594885E+04,1.4487859280911026E+00,-2.1243817999999997E+01,0E+00,6.227687488781566E-03,1.6840274378184523E-03,6.582790743865063E-03,-1.1751089702821257E-03,1.1489684627022045E-04,2.565408050046806E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-2.8154915E+07,2026-01-14 04:49:07,4.05E+02,prod-strategy-ap71,2026-02-02 07:52:28,9.385056507517636E+01,2.954694681549519E-03|kucoin_spot,8.23404255319149E-01,3.2483688175759844E+00,7.4E+01,1E+00,7.74E+02,8.816969999999997E-03 | 0E+00
fr-LIGHT-USDT-loong_kc_bnfutures_mode_0,LIGHT-USDT-FTR,8.546212384151147E+02,5.204094385114774E+00,8.494171440299999E+02,4.449125896207988E+00,-7.623435999278442E+01,2.2791E-04 | 0E+00,4.402850927409662E+01,4.413453544020653E+04,-2.3722106274392002E+05,-1.9318375356103998E+05,1.8604813134932174E-01,-1.1193733467769622E+01,0E+00,1.93640021332717E-02,1.1791433473147761E-04,3.58069867070339E-03,-1.7273176036047041E-03,1.0080826391014503E-04,6.044526517627471E-03,21_virtual@eisoky3tmanagedsub.com,precursor012,-5.42872E+05,2025-12-12 16:08:36,2.81E+02,prod-strategy-ap71,2026-02-02 07:52:42,-4.697804154047542E+00,8.296460176990816E-04|binance_futures,5.808823529411765E-01,5.029182579162442E+00,1.46E+02,1E+01,1.58E+02,4.7700600000000004E-03 | 0E+00
fr-STABLE-USDT-loong_kc_bnfutures_mode_1,STABLE-USDT-FTR,6.940041611099999E+02,0E+00,6.940041611099999E+02,0E+00,0E+00,-2.309E-05 | 0E+00,-1.228214638446862E+01,0E+00,-5.1083172886399995E+05,-5.3192491920609E+05,0E+00,0E+00,0E+00,0E+00,0E+00,1.358576850058518E-03,0E+00,0E+00,1.3016280660107923E-02,21_virtual@eisoky3tmanagedsub.com,precursor012,-1.9655693E+07,2026-01-03 14:22:59,0E+00,prod-strategy-ap71,2026-01-21 10:10:24,0E+00,2.498438475952547E-03|kucoin_spot,0E+00,1.9307011022193747E+00,0E+00,0E+00,0E+00,1.6842599999999993E-03 | 0E+00
