调度名,币对(标准),总收益,成交收益,资金费收益,手续费,滑点,当期资金费率,当期资金费,成交量,最大持仓,当前持仓,换手率,敞口,市场成交占比,总收益率,成交收益率,资金费收益率,滑点率,手续费率,持仓占比,账户1,账户2,仓位数量,调度最后成交时间,调度最大对冲延迟,主机,调度最后更新时间,配对盈利,价差值,配对胜率,波动率,买卖单卖单数量,买卖单买单数量,配对笔数,累计资金费率
fr-币安人生-USDT-loong_bn_bnfutures_pm_mode_0,币安人生-USDT-FTR,5.904257966572397E+02,-3.0433184610276027E+02,8.9475764276E+02,9.331076221383046E+01,-6.810411290614868E+02,5E-05 | 0E+00,2.0109304006295996E+01,2.576662770127505E+05,-4.6766099970159994E+05,-4.021860801259199E+05,5.50968066991174E-01,-3.13241982421875E+00,0E+00,2.2914360524874692E-03,-1.1811085627154094E-03,1.91326119417894E-03,-2.6431131654368017E-03,3.6213804652912736E-04,4.207799249241862E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.173262E+06,2026-01-12 13:00:26,4.63E+02,prod-strategy-ap85,2026-02-02 07:47:49,-1.2186677806168507E+02,1.7339218158889391E-03|binance_spot,2.982216142270862E-01,2.4981532448991204E+00,0E+00,3.7E+01,2.18E+02,2.152929999999999E-03 | 0E+00
fr-ETH-USDT-loong_bn_bnfutures_pm_asset10_mode_0,ETH-USDT-FTR,5.671319768231016E+02,-3.472772922689841E+01,6.0185970605E+02,1.1974512483429862E+01,-1.3935653959866613E+01,-2.036E-04 | 0E+00,-3.1926518691483494E+02,4.434035518980026E+04,-2.0478094205060867E+06,-1.5681001321946706E+06,2.1652578968428704E-02,0E+00,0E+00,1.2790424758563065E-02,-7.832081876260416E-04,2.939041592558252E-04,-3.1428827983480547E-04,2.7005901130409515E-04,1.8425250229747663E-02,asset10_virtual@m6r3teozmanagedsub.com,asset10_virtual@m6r3teozmanagedsub.com,-6.86328E+02,2026-01-06 12:27:33,7E+01,prod-strategy-ap86,2026-02-02 09:45:01,-1.3712325165280594E+01,8.943646302783659E-04|binance_spot,0E+00,1.3321334484433704E+00,0E+00,4.2E+01,0E+00,1.9857000000000007E-04 | 0E+00
fr-ETH-USDT-loong_bn_bnfutures_pm_asset13_mode_0,ETH-USDT-FTR,4.9763165935460546E+02,-2.4574222465394474E+01,5.2220588182E+02,9.454395194887184E+00,-7.611523986328393E+00,-2.036E-04 | 0E+00,-2.765036322250274E+02,3.5009838455200195E+04,-1.7794319763408566E+06,-1.3580728498282288E+06,1.967472705935792E-02,0E+00,0E+00,1.421405185834811E-02,-7.01923332118213E-04,2.934677406965792E-04,-2.1741099994129832E-04,2.70049666381219E-04,1.601051304021836E-02,asset13_virtual@a9ywto2zmanagedsub.com,asset13_virtual@a9ywto2zmanagedsub.com,-5.94403E+02,2026-01-06 12:27:33,8.6E+01,prod-strategy-ap57,2026-02-02 09:27:58,-1.2958010953268818E+01,8.943646302783659E-04|binance_spot,0E+00,1.3321334484433704E+00,0E+00,4.3E+01,0E+00,1.9857000000000007E-04 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_mode_4,PARTI-USDT-FTR,4.8798536748000004E+02,0E+00,4.8798536748000004E+02,0E+00,0E+00,5E-05 | 0E+00,2.0859064690045997E+01,0E+00,-4.184581763E+05,-4.1718129380091996E+05,0E+00,0E+00,0E+00,0E+00,0E+00,1.1661508726983382E-03,0E+00,0E+00,3.7650948041375344E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-5.572013E+06,2026-01-03 15:15:45,0E+00,prod-strategy-ap85,2026-01-18 18:21:41,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.1761078655957755E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_mode_2,PARTI-USDT-FTR,4.8798536748000004E+02,0E+00,4.8798536748000004E+02,0E+00,0E+00,5E-05 | 0E+00,2.0859064690045997E+01,0E+00,-4.184581763E+05,-4.1718129380091996E+05,0E+00,0E+00,0E+00,0E+00,0E+00,1.1661508726983382E-03,0E+00,0E+00,3.7650948041375344E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-5.572013E+06,2025-12-24 18:43:04,0E+00,prod-strategy-ap85,2025-12-30 11:56:20,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.1761078655957755E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_mode_5,PARTI-USDT-FTR,4.8798536748000004E+02,0E+00,4.8798536748000004E+02,0E+00,0E+00,5E-05 | 0E+00,2.0859064690045997E+01,0E+00,-4.184581763E+05,-4.1718129380091996E+05,0E+00,0E+00,0E+00,0E+00,0E+00,1.1661508726983382E-03,0E+00,0E+00,3.7650948041375344E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-5.572013E+06,2026-01-18 10:29:27,0E+00,prod-strategy-ap85,2026-01-24 11:51:06,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.2188831102807922E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_mode_6,PARTI-USDT-FTR,4.8798536748000004E+02,0E+00,4.8798536748000004E+02,0E+00,0E+00,5E-05 | 0E+00,2.0859064690045997E+01,0E+00,-4.184581763E+05,-4.1718129380091996E+05,0E+00,0E+00,0E+00,0E+00,0E+00,1.1661508726983382E-03,0E+00,0E+00,3.7650948041375344E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-5.572013E+06,2026-01-24 04:29:08,0E+00,prod-strategy-ap85,2026-01-27 16:35:13,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.2575883690738685E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-PARTI-USDT-loong_bn_bnfutures_pm_mode_3,PARTI-USDT-FTR,4.8798536748000004E+02,0E+00,4.8798536748000004E+02,0E+00,0E+00,5E-05 | 0E+00,2.0859064690045997E+01,0E+00,-4.184581763E+05,-4.1718129380091996E+05,0E+00,0E+00,0E+00,0E+00,0E+00,1.1661508726983382E-03,0E+00,0E+00,3.7650948041375344E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-5.572013E+06,2025-12-30 04:50:07,0E+00,prod-strategy-ap85,2026-01-01 21:33:24,0E+00,1.6025641025640969E-03|binance_spot,0E+00,1.2575883690738685E+00,0E+00,0E+00,0E+00,2.1999999999999993E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_6,BARD-USDT-FTR,4.22173842E+02,0E+00,4.22173842E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2025-12-26 18:34:28,0E+00,prod-strategy-ap85,2025-12-30 11:56:20,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.496357851480554E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_5,BARD-USDT-FTR,4.22173842E+02,0E+00,4.22173842E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2025-12-12 16:06:54,0E+00,prod-strategy-ap85,2025-12-27 02:18:06,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.5013302531017576E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_7,BARD-USDT-FTR,4.22173842E+02,0E+00,4.22173842E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2026-01-03 10:34:04,0E+00,prod-strategy-ap85,2026-01-03 18:34:23,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.5013302531017576E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_12,BARD-USDT-FTR,4.22173842E+02,0E+00,4.22173842E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2026-01-14 00:09:04,0E+00,prod-strategy-ap85,2026-01-25 14:50:30,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.580316911255461E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_9,BARD-USDT-FTR,4.22173842E+02,0E+00,4.22173842E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2026-01-08 14:27:49,0E+00,prod-strategy-ap85,2026-01-10 16:57:15,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.496357851480554E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_8,BARD-USDT-FTR,4.221738419999999E+02,0E+00,4.221738419999999E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2026-01-03 15:07:49,0E+00,prod-strategy-ap85,2026-01-08 22:12:10,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.580316911255461E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_11,BARD-USDT-FTR,4.221738419999999E+02,0E+00,4.221738419999999E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2026-01-12 22:18:10,0E+00,prod-strategy-ap85,2026-01-14 04:46:12,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.580316911255461E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-BARD-USDT-loong_bn_bnfutures_pm_mode_10,BARD-USDT-FTR,4.221738419999999E+02,0E+00,4.221738419999999E+02,0E+00,0E+00,5E-05 | 0E+00,1.0569397690135501E+01,0E+00,-2.1044776849999998E+05,-2.1138795380271002E+05,0E+00,0E+00,0E+00,0E+00,0E+00,2.0060742150373526E-03,0E+00,0E+00,1.8935125290839934E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-3.18827E+05,2026-01-10 09:29:07,0E+00,prod-strategy-ap85,2026-01-13 04:46:30,0E+00,1.2068185246643104E-03|binance_spot,0E+00,1.580316911255461E+00,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-AT-USDT-loong_bn_bnfutures_pm_mode_0,AT-USDT-FTR,3.8167250323E+02,0E+00,3.8167250323E+02,0E+00,0E+00,5E-05 | 0E+00,2.046150557E+01,0E+00,-4.065085978388E+05,-4.092301114E+05,0E+00,0E+00,0E+00,0E+00,0E+00,9.38903888525751E-04,0E+00,0E+00,3.6575779761149345E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-2.539436E+06,2026-01-03 15:13:43,0E+00,prod-strategy-ap85,2026-01-12 10:47:00,0E+00,1.3052396046988601E-03|binance_spot,0E+00,8.346746304580116E-01,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
fr-AT-USDT-loong_bn_bnfutures_pm_mode_1,AT-USDT-FTR,3.814903217850496E+02,-1.8218144495038846E-01,3.8167250323E+02,5.226811487227678E-02,-2.5757174171303632E-14,5E-05 | 0E+00,2.046150557E+01,1.4938015747070312E+02,-4.065085978388E+05,-4.092301114E+05,3.674710898241308E-04,0E+00,0E+00,2.553821928189282E+00,-1.2195826275395272E-03,9.38903888525751E-04,-1.7242701177601319E-16,3.498999850935875E-04,3.6575779761149345E-03,asset30_virtual@l2s0mfw9managedsub.com,asset30_virtual@l2s0mfw9managedsub.com,-2.539436E+06,2026-01-12 03:18:34,2.2E+01,prod-strategy-ap85,2026-01-29 16:48:46,0E+00,1.3052396046988601E-03|binance_spot,0E+00,8.346746304580116E-01,0E+00,0E+00,0E+00,2.149999999999999E-03 | 0E+00
